"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2019,"1136","1033",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","West Coast",2019,"208","193",99
"Dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2019,"6866","6160",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2019,"524","479",99
"Dispensings","1301","Contraceptives - Non-hormonal","Southern",2019,"3476","3176",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2019,"46700","42190",99.3
"Dispensings","1301","Contraceptives - Non-hormonal","Northland",2020,"1078","975",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2020,"6065","5383",99.2
"Dispensings","1301","Contraceptives - Non-hormonal","Auckland",2020,"4931","4303",99.1
"Dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2020,"6160","5443",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","Waikato",2020,"4166","3738",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Lakes",2020,"581","512",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2020,"2375","2126",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2020,"183","171",98.9
"Dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2020,"935","852",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2020,"1033","943",99.1
"Dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2020,"1403","1269",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2020,"548","489",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2020,"3502","3124",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2020,"1207","1077",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2020,"311","262",100
"Dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2020,"1139","1025",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","West Coast",2020,"201","175",100
"Dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2020,"6280","5616",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2020,"511","452",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Southern",2020,"3554","3156",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2020,"46163","40991",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Northland",2021,"1156","1034",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2021,"5738","5087",99.2
"Dispensings","1301","Contraceptives - Non-hormonal","Auckland",2021,"4711","4168",99.2
"Dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2021,"5848","5142",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Waikato",2021,"4248","3780",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Lakes",2021,"630","567",100
"Dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2021,"2356","2123",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2021,"161","145",100
"Dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2021,"862","785",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2021,"1065","961",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2021,"1378","1229",100
"Dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2021,"472","431",100
"Dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2021,"3200","2883",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2021,"1236","1094",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2021,"364","322",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2021,"1118","1012",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","West Coast",2021,"197","173",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2021,"6367","5734",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2021,"428","380",100
"Dispensings","1301","Contraceptives - Non-hormonal","Southern",2021,"3394","3071",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2021,"44929","39992",99.6
"Dispensings","1301","Contraceptives - Non-hormonal","Northland",2022,"1089","989",100
"Dispensings","1301","Contraceptives - Non-hormonal","Waitemata",2022,"5934","5170",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Auckland",2022,"4538","4015",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Counties Manukau",2022,"5771","5049",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Waikato",2022,"4072","3576",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Lakes",2022,"580","521",100
"Dispensings","1301","Contraceptives - Non-hormonal","Bay of Plenty",2022,"2386","2128",99.7
"Dispensings","1301","Contraceptives - Non-hormonal","Tairawhiti",2022,"157","141",99.4
"Dispensings","1301","Contraceptives - Non-hormonal","Hawke's Bay",2022,"817","726",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Taranaki",2022,"859","788",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","MidCentral",2022,"1304","1165",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Whanganui",2022,"397","368",99.5
"Dispensings","1301","Contraceptives - Non-hormonal","Capital & Coast",2022,"3088","2801",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Hutt Valley",2022,"1129","1015",99.8
"Dispensings","1301","Contraceptives - Non-hormonal","Wairarapa",2022,"346","300",100
"Dispensings","1301","Contraceptives - Non-hormonal","Nelson Marlborough",2022,"993","908",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","West Coast",2022,"166","152",100
"Dispensings","1301","Contraceptives - Non-hormonal","Canterbury",2022,"6054","5395",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","South Canterbury",2022,"380","344",100
"Dispensings","1301","Contraceptives - Non-hormonal","Southern",2022,"3033","2781",99.9
"Dispensings","1301","Contraceptives - Non-hormonal","New Zealand",2022,"43093","38219",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Northland",2018,"37985","18734",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waitemata",2018,"95612","52635",99.5
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Auckland",2018,"67507","37289",99.4
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Counties Manukau",2018,"94893","52573",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waikato",2018,"84613","44389",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Lakes",2018,"19514","9803",99.2
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Bay of Plenty",2018,"49710","25098",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Tairawhiti",2018,"10734","5366",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hawke's Bay",2018,"38530","18400",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Taranaki",2018,"23986","11620",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","MidCentral",2018,"37363","18948",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Whanganui",2018,"18074","8837",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Capital & Coast",2018,"48862","26122",99.4
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hutt Valley",2018,"25918","13470",99.4
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Wairarapa",2018,"10269","4945",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Nelson Marlborough",2018,"31539","14521",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","West Coast",2018,"6131","2744",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Canterbury",2018,"94185","44812",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","South Canterbury",2018,"10109","5183",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Southern",2018,"52196","25628",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","New Zealand",2018,"857730","437928",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Northland",2019,"37411","18176",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waitemata",2019,"97884","54027",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Auckland",2019,"69702","38667",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Counties Manukau",2019,"99013","54547",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waikato",2019,"86754","45626",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Lakes",2019,"20361","10258",99.1
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Bay of Plenty",2019,"51346","26083",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Tairawhiti",2019,"11314","5758",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hawke's Bay",2019,"39860","19116",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Taranaki",2019,"25567","12515",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","MidCentral",2019,"38419","19785",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Whanganui",2019,"18181","9028",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Capital & Coast",2019,"49385","26453",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hutt Valley",2019,"26828","13873",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Wairarapa",2019,"10120","4968",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Nelson Marlborough",2019,"31718","14640",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","West Coast",2019,"6098","2752",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Canterbury",2019,"95922","45062",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","South Canterbury",2019,"10407","5420",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Southern",2019,"55053","26949",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","New Zealand",2019,"881343","450588",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Northland",2020,"34256","15515",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waitemata",2020,"79291","40842",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Auckland",2020,"54652","28378",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Counties Manukau",2020,"78581","41138",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waikato",2020,"72925","36977",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Lakes",2020,"18139","8700",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Bay of Plenty",2020,"45339","21980",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Tairawhiti",2020,"9736","4644",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hawke's Bay",2020,"35799","16118",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Taranaki",2020,"20544","9533",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","MidCentral",2020,"32724","16095",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Whanganui",2020,"15543","7416",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Capital & Coast",2020,"39413","20248",99.6
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hutt Valley",2020,"22515","11438",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Wairarapa",2020,"8907","4281",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Nelson Marlborough",2020,"28502","12062",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","West Coast",2020,"5576","2340",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Canterbury",2020,"85154","38112",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","South Canterbury",2020,"9043","4484",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Southern",2020,"48290","21949",99.7
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","New Zealand",2020,"744929","359621",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Northland",2021,"36184","16681",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waitemata",2021,"81719","42282",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Auckland",2021,"57248","29505",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Counties Manukau",2021,"81445","42643",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Waikato",2021,"76780","39463",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Lakes",2021,"18051","8581",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Bay of Plenty",2021,"47195","22947",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Tairawhiti",2021,"10519","4956",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hawke's Bay",2021,"36353","16580",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Taranaki",2021,"22459","10717",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","MidCentral",2021,"33952","16689",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Whanganui",2021,"16558","7987",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Capital & Coast",2021,"40948","21187",99.8
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Hutt Valley",2021,"23517","11931",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Wairarapa",2021,"9219","4481",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Nelson Marlborough",2021,"29137","12643",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","West Coast",2021,"6023","2575",100
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Canterbury",2021,"89745","40579",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","South Canterbury",2021,"9567","4927",99.9
"Initial dispensings","1407","Corticosteroids and Related Agents for Systemic Use","Southern",2021,"51148","23632",99.9
